country,field,year,estimated_investment,complete
China (mainland),Robotics,2016,205,True
Czechia,"Sales, retail, commerce, marketing",2021,4,True
Czechia,All,2018,4,True
Czechia,Data and analytics,2017,6,True
Czechia,Data and analytics,2018,3,True
Germany,Finance,2016,130,True
Germany,Finance,2018,167,True
Germany,Data and analytics,2017,360,True
Germany,"Mobile, platforms & Internet services",2023,874,True
Germany,Transportation,2017,22,True
Spain,Data and analytics,2019,209,True
Spain,Media and Entertainment,2018,16,True
Spain,Education,2017,3,True
Spain,Education,2019,0,True
Estonia,Other,2021,7,True
Finland,All,2014,1,True
France,Information Technology,2018,362,True
France,Information Technology,2020,743,True
France,Professional services,2015,111,True
France,Professional services,2024,265,False
France,Healthcare and Life Sciences,2021,220,True
United Kingdom,Healthcare and Life Sciences,2018,151,True
United Kingdom,Media and Entertainment,2020,291,True
United Kingdom,NLP,2017,19,True
United Kingdom,Consumer goods,2020,472,True
United Kingdom,All,2022,6605,True
Greece,All,2018,2,True
Hungary,Hardware,2020,1,True
India,Professional services,2016,33,True
India,Telecommunications,2019,112,True
Ireland,Media and Entertainment,2014,1,True
Ireland,Information Technology,2024,31,False
Ireland,All,2018,126,True
Ireland,All,2020,171,True
Ireland,"Sales, retail, commerce, marketing",2014,19,True
Ireland,Community and Lifestyle,2014,9,True
Ireland,Other,2016,2,True
Iceland,All,2019,14,True
Israel,Real estate,2022,180,True
Israel,Real estate,2024,254,False
Israel,Privacy and Security,2016,71,True
Israel,Software,2018,784,True
Israel,"Sales, retail, commerce, marketing",2014,11,True
Israel,Sports,2021,11,True
Israel,Robotics,2019,10,True
Japan,"Mobile, platforms & Internet services",2017,167,True
Japan,Hardware,2018,147,True
Japan,Finance,2023,1,True
Japan,Manufacturing,2023,356,True
Japan,Data and analytics,2015,54,True
South Korea,Community and Lifestyle,2016,1,True
South Korea,All,2021,5314,True
South Korea,Software,2023,1825,True
South Korea,General purpose,2018,90,True
Netherlands,Healthcare and Life Sciences,2018,385,True
Netherlands,Other,2019,3,True
Norway,All,2020,419,True
Portugal,All,2015,22,True
Singapore,Healthcare and Life Sciences,2022,118,True
Singapore,Information Technology,2024,69,False
Singapore,Cyber Security,2020,8,True
Slovakia,All,2022,13,True
Slovakia,Software,2018,2,True
Sweden,Software,2022,3573,True
Sweden,"Mobile, platforms & Internet services",2014,16,True
Sweden,All,2015,40,True
Ukraine,Software,2023,6,True
Ukraine,All,2019,12,True
Ukraine,All,2021,5,True
United States,Healthcare and Life Sciences,2020,8199,True
United States,Privacy and Security,2020,3574,True
United States,Privacy and Security,2022,3066,True
United States,Biotechnology,2024,2575,False
United States,Consumer goods,2017,2678,True
United States,Gaming,2022,85,True
United States,Robotics,2016,224,True
United States,Energy and natural resources,2020,1482,True
United States,Computer Vision,2015,159,True
United States,Finance,2019,7379,True
United States,General purpose,2023,54604,True
South Africa,Software,2017,29,True
South Africa,Software,2023,36,True
Brazil,Education,2024,5,False
India,Gaming,2023,4,True
India,Gaming,2024,6,False
Japan,Sports,2017,3,True
Argentina,Information Technology,2022,9,True
India,Manufacturing,2017,0,True
Mexico,Healthcare and Life Sciences,2018,0,True
Netherlands,Consumer goods,2018,380,True
Poland,Finance,2023,6,True
Taiwan,Media and Entertainment,2020,3,True
United Arab Emirates,General purpose,2022,183,True
United Arab Emirates,All,2020,35,True
Australia,Education,2021,18,True
Austria,Biotechnology,2015,0,True
Belgium,Media and Entertainment,2022,1,True
Switzerland,Finance,2016,0,True
China (mainland),Lending and Investments,2016,65,True
Germany,Biotechnology,2016,3,True
Germany,Biotechnology,2020,12,True
Denmark,Hardware,2018,157,True
Spain,Consumer goods,2023,23,True
Spain,NLP,2023,19,True
Spain,Biotechnology,2017,21,True
India,Energy and natural resources,2017,0,True
South Korea,Biotechnology,2024,4,False
South Korea,Robotics,2020,9,True
Sweden,Finance,2020,3432,True
France,NLP,2015,95,True
Croatia,Software,2021,317,True
Croatia,Software,2022,362,True
Thailand,General purpose,2018,1,True
Brazil,Healthcare and Life Sciences,2023,1,True
Hungary,Biotechnology,2015,0,True
Mexico,Lending and Investments,2017,1,True
South Africa,Hardware,2017,0,True
Slovenia,"Sales, retail, commerce, marketing",2016,0,True
United Arab Emirates,Information Technology,2017,8,True
United Arab Emirates,Information Technology,2024,1910,False
Argentina,General purpose,2019,3,True
Brazil,Energy and natural resources,2019,1,True
Denmark,Robotics,2021,1,True
United Kingdom,"Military, public safety and government",2022,39,True
Kenya,Data and analytics,2020,9,True
Kenya,Finance,2020,8,True
Nigeria,General purpose,2024,5,False
Singapore,Lending and Investments,2021,33,True
Vietnam,Software,2023,29,True
Germany,"Military, public safety and government",2022,35,True
Japan,Agriculture,2018,2,True
Bangladesh,Software,2020,0,True
Switzerland,Telecommunications,2019,1,True
Japan,Semiconductor,2023,4,True
Estonia,Computer Vision,2022,0,True
Kazakhstan,Data and analytics,2019,0,True
Kazakhstan,Software,2021,2,True
Kazakhstan,General purpose,2021,1,True
South Korea,Semiconductor,2020,1,True
Uruguay,Other,2021,100,True
Malaysia,Media and Entertainment,2022,0,True
Portugal,Cyber Security,2022,3,True
Philippines,Finance,2020,0,True
Puerto Rico,Information Technology,2020,0,True
Saint Kitts and Nevis,Information Technology,2021,1,True
Peru,Lending and Investments,2021,0,True
Ghana,Other,2021,0,True
Luxembourg,Sports,2023,1,True
Turkey,Gaming,2021,1,True
Ukraine,Healthcare and Life Sciences,2021,0,True
Azerbaijan,Professional services,2022,0,True
Ghana,Energy and natural resources,2022,0,True
Georgia,All,2022,5,True
Tajikistan,Data and analytics,2024,1,False
Croatia,Privacy and Security,2022,3,True
Nigeria,Energy and natural resources,2022,0,True
Zimbabwe,Professional services,2023,0,True
North Macedonia,"Sales, retail, commerce, marketing",2024,0,False
Albania,"Sales, retail, commerce, marketing",2020,5,True
United Arab Emirates,Energy and natural resources,2022,0,True
United Arab Emirates,Real estate,2016,0,True
Argentina,Media and Entertainment,2016,0,True
Argentina,Computer Vision,2018,0,True
Australia,Navigation and mapping,2020,46,True
Australia,"Military, public safety and government",2022,3,True
Austria,Lending and Investments,2024,3,False
Bulgaria,Finance,2024,1,False
Bulgaria,All,2023,9,True
Bulgaria,"Sales, retail, commerce, marketing",2019,0,True
Bermuda,All,2020,5,True
Brazil,Biotechnology,2021,2,True
Brazil,Privacy and Security,2022,52,True
Brazil,Lending and Investments,2023,0,True
Brazil,Real estate,2024,1,False
Botswana,All,2015,1,True
Canada,Navigation and mapping,2023,5,True
Switzerland,Navigation and mapping,2019,5,True
Chile,Healthcare and Life Sciences,2022,0,True
China (mainland),Telecommunications,2018,20,True
China (mainland),Cyber Security,2015,1,True
Cayman Islands (the),General purpose,2021,2,True
Cyprus,Facial Recognition,2020,1,True
Czechia,Healthcare and Life Sciences,2022,18,True
Denmark,Consumer goods,2020,1,True
Denmark,Consumer goods,2022,90,True
Denmark,Sports,2016,1,True
Egypt,"Sales, retail, commerce, marketing",2017,0,True
Spain,Agriculture,2019,1,True
Spain,Cyber Security,2021,89,True
Estonia,Lending and Investments,2021,1,True
Estonia,Finance,2024,5,False
Finland,Biotechnology,2023,3,True
Finland,Simulation,2019,0,True
Finland,Finance,2019,0,True
Finland,Transportation,2015,22,True
Finland,Education,2018,2,True
France,Gaming,2021,1,True
Ghana,Data and analytics,2016,3,True
Ghana,All,2015,1,True
Hungary,Media and Entertainment,2022,1,True
Hungary,Education,2018,1,True
Hungary,Education,2020,2,True
Hungary,Other,2014,0,True
Hungary,Transportation,2019,0,True
Indonesia,Hardware,2020,220,True
Indonesia,Professional services,2021,0,True
Ireland,Education,2015,5,True
Ireland,Transportation,2014,0,True
Ireland,Transportation,2018,9,True
Iceland,Finance,2015,0,True
Italy,"Military, public safety and government",2017,2,True
Italy,Sports,2017,0,True
Italy,Telecommunications,2024,0,False
Italy,Community and Lifestyle,2023,0,True
Japan,Telecommunications,2014,14,True
Japan,Telecommunications,2018,6,True
Japan,Cyber Security,2019,1,True
Japan,Navigation and mapping,2015,0,True
Japan,Navigation and mapping,2017,2,True
Kenya,Healthcare and Life Sciences,2023,2,True
Lebanon,Data and analytics,2022,0,True
Sri Lanka,Software,2024,3,False
Lithuania,"Sales, retail, commerce, marketing",2023,0,True
Lithuania,Gaming,2018,0,True
Luxembourg,Software,2016,0,True
Mexico,Consumer goods,2015,0,True
Mexico,Consumer goods,2022,7,True
Mexico,Professional services,2016,0,True
Mongolia,All,2019,0,True
Mongolia,NLP,2019,0,True
Mauritius,Data and analytics,2022,13,True
Malaysia,Other,2023,14,True
Nigeria,Transportation,2019,0,True
Norway,Community and Lifestyle,2020,0,True
Norway,Transportation,2014,0,True
Norway,Real estate,2024,6,False
Norway,Computer Vision,2019,1,True
Pakistan,Transportation,2022,0,True
Pakistan,General purpose,2019,0,True
Pakistan,Data and analytics,2015,0,True
Peru,Hardware,2023,0,True
Philippines,"Mobile, platforms & Internet services",2015,2,True
Poland,Media and Entertainment,2022,1,True
Portugal,Consumer goods,2020,0,True
Portugal,Robotics,2015,2,True
Portugal,"Sales, retail, commerce, marketing",2014,1,True
Portugal,Biotechnology,2019,3,True
Romania,Professional services,2017,0,True
Romania,Media and Entertainment,2019,0,True
Romania,Energy and natural resources,2019,0,True
Saudi Arabia,Agriculture,2021,6,True
Saudi Arabia,Energy and natural resources,2020,1,True
Saudi Arabia,Community and Lifestyle,2019,81,True
Serbia,Professional services,2021,0,True
Serbia,"Sales, retail, commerce, marketing",2017,0,True
Slovakia,"Mobile, platforms & Internet services",2021,0,True
Slovenia,Simulation,2018,0,True
Slovenia,Professional services,2016,0,True
Turkey,Community and Lifestyle,2017,0,True
Turkey,Consumer goods,2018,1,True
Turkey,Education,2017,0,True
Taiwan,Computer Vision,2016,3,True
Taiwan,Other,2021,16,True
Ukraine,NLP,2014,0,True
Ukraine,Data and analytics,2021,4,True
Uruguay,Community and Lifestyle,2023,0,True
Vietnam,Lending and Investments,2018,0,True
South Africa,Lending and Investments,2015,18,True
South Africa,Lending and Investments,2017,22,True
Zambia,Software,2023,0,True
Chile,Hardware,2023,1,True
Ireland,Biotechnology,2016,3,True
Slovenia,All,2015,0,True
Slovenia,Software,2023,20,True
Slovenia,General purpose,2021,4,True
Australia,All,2024,441,False
Australia,General purpose,2020,195,True
Australia,Transportation,2019,14,True
Australia,Healthcare and Life Sciences,2020,17,True
Belgium,Finance,2018,4,True
Belgium,Software,2019,111,True
Belgium,All,2016,68,True
Canada,Education,2016,6,True
Canada,Lending and Investments,2016,5,True
Canada,Privacy and Security,2015,40,True
Canada,Information Technology,2019,392,True
Canada,Information Technology,2024,284,False
Canada,Biotechnology,2021,61,True
Canada,Real estate,2016,3,True
Canada,Real estate,2017,9,True
Switzerland,Robotics,2022,9,True
Switzerland,"Mobile, platforms & Internet services",2016,5,True
Chile,Software,2018,78,True
Chile,Software,2023,5,True
China (mainland),Speech Recognition,2018,110,True
China (mainland),Community and Lifestyle,2015,30,True
China (mainland),Software,2019,3323,True
China (mainland),"Sales, retail, commerce, marketing",2018,389,True
China (mainland),Healthcare and Life Sciences,2023,395,True
Colombia,Software,2024,13,False
Colombia,General purpose,2018,0,True
Czechia,All,2021,161,True
Czechia,Data and analytics,2021,51,True
Czechia,Data and analytics,2024,8,False
Germany,Software,2014,316,True
Germany,Other,2017,43,True
Germany,Other,2021,111,True
Spain,Other,2014,1,True
Spain,"Sales, retail, commerce, marketing",2018,16,True
Spain,Software,2024,441,False
Estonia,Information Technology,2014,0,True
Estonia,Data and analytics,2014,1,True
Estonia,Software,2015,3,True
Finland,All,2021,2352,True
Finland,Data and analytics,2018,14,True
France,Biotechnology,2014,0,True
France,Energy and natural resources,2020,0,True
France,General purpose,2019,954,True
France,All,2015,343,True
United Kingdom,Information Technology,2022,1569,True
United Kingdom,Community and Lifestyle,2018,56,True
United Kingdom,Hardware,2024,576,False
United Kingdom,Computer Vision,2018,114,True
Hungary,Information Technology,2018,6,True
Hungary,All,2019,11,True
Hungary,Hardware,2014,0,True
India,Education,2016,11,True
India,Software,2018,5634,True
India,Real estate,2019,11,True
India,All,2021,1805,True
India,Privacy and Security,2022,85,True
Ireland,Community and Lifestyle,2019,0,True
Iceland,All,2021,5,True
Israel,NLP,2015,2,True
Israel,Real estate,2018,3,True
Israel,Energy and natural resources,2016,14,True
Israel,Agriculture,2016,17,True
Italy,Finance,2023,6,True
Italy,Information Technology,2021,66,True
Italy,All,2020,204,True
Italy,"Sales, retail, commerce, marketing",2015,4,True
Japan,Software,2023,519,True
Japan,"Mobile, platforms & Internet services",2016,667,True
Japan,Information Technology,2018,176,True
Japan,Finance,2022,308,True
Japan,"Sales, retail, commerce, marketing",2014,15,True
South Korea,Hardware,2020,106,True
South Korea,Healthcare and Life Sciences,2021,93,True
South Korea,Media and Entertainment,2014,2,True
South Korea,"Mobile, platforms & Internet services",2021,2041,True
South Korea,All,2015,270,True
South Korea,Data and analytics,2014,11,True
Latvia,Software,2014,0,True
Latvia,All,2019,2,True
Mexico,All,2016,10,True
Mexico,Data and analytics,2016,2,True
Mexico,Information Technology,2021,5,True
Netherlands,General purpose,2024,591,False
New Zealand,General purpose,2015,3,True
Poland,"Sales, retail, commerce, marketing",2019,5,True
Poland,Data and analytics,2020,112,True
Russia,Information Technology,2014,0,True
Singapore,Data and analytics,2024,803,False
Slovakia,All,2016,1,True
Sweden,Information Technology,2014,3,True
Sweden,General purpose,2015,19,True
Turkey,Information Technology,2024,110,False
Turkey,General purpose,2018,5,True
United States,Robotics,2014,44,True
United States,Software,2017,15851,True
United States,Professional services,2016,1393,True
United States,Lending and Investments,2022,1246,True
India,Gaming,2015,1,True
Turkey,"Mobile, platforms & Internet services",2022,4,True
Austria,Energy and natural resources,2019,0,True
Austria,"Mobile, platforms & Internet services",2020,50,True
Italy,Healthcare and Life Sciences,2016,0,True
Norway,Hardware,2014,40,True
Taiwan,Media and Entertainment,2024,8,False
Austria,Healthcare and Life Sciences,2017,2,True
Austria,Biotechnology,2022,1,True
Switzerland,Other,2016,2,True
Germany,Robotics,2022,241,True
Denmark,"Sales, retail, commerce, marketing",2019,7,True
Denmark,"Mobile, platforms & Internet services",2015,10,True
Denmark,Data and analytics,2018,25,True
Spain,Consumer goods,2015,3,True
Spain,Real estate,2018,4,True
Indonesia,Data and analytics,2017,20,True
Indonesia,Data and analytics,2023,10,True
India,Energy and natural resources,2021,21,True
India,Community and Lifestyle,2016,1,True
Israel,Biotechnology,2018,3,True
Netherlands,Privacy and Security,2016,11,True
Netherlands,Privacy and Security,2017,22,True
Poland,Professional services,2017,4,True
Sweden,Other,2019,5,True
Sweden,Other,2022,9,True
Turkey,Finance,2018,0,True
Taiwan,"Sales, retail, commerce, marketing",2021,0,True
Croatia,Software,2024,57,False
Croatia,General purpose,2021,314,True
Australia,Agriculture,2023,40,True
Hungary,Healthcare and Life Sciences,2020,0,True
Czechia,Telecommunications,2016,0,True
Thailand,Professional services,2016,0,True
Switzerland,Community and Lifestyle,2024,1,False
Egypt,Data and analytics,2022,4,True
Egypt,Software,2024,7,False
Indonesia,Other,2023,3,True
Poland,Hardware,2016,1,True
Vietnam,Software,2024,2,False
United Arab Emirates,Hardware,2019,3,True
India,Cyber Security,2022,38,True
Israel,Semiconductor,2022,62,True
South Korea,NLP,2021,19,True
Norway,Professional services,2017,0,True
Poland,Manufacturing,2021,36,True
South Africa,Telecommunications,2018,1,True
Poland,Real estate,2018,1,True
Singapore,Education,2022,28,True
Estonia,Gaming,2019,0,True
Turkey,Robotics,2021,1,True
Bahrain,Software,2021,120,True
Brazil,Navigation and mapping,2021,0,True
Saint Kitts and Nevis,Software,2021,1,True
Zambia,"Mobile, platforms & Internet services",2023,0,True
Peru,"Sales, retail, commerce, marketing",2023,0,True
Georgia,General purpose,2022,5,True
Saudi Arabia,Robotics,2023,1,True
Egypt,Hardware,2024,2,False
Armenia,Professional services,2024,0,False
Honduras,"Mobile, platforms & Internet services",2024,1,False
Lithuania,Privacy and Security,2024,0,False
Albania,"Mobile, platforms & Internet services",2016,2,True
United Arab Emirates,NLP,2024,185,False
Argentina,Navigation and mapping,2016,0,True
Argentina,Software,2014,0,True
Armenia,Data and analytics,2021,1,True
Australia,NLP,2019,1,True
Austria,Lending and Investments,2021,2,True
Belgium,Biotechnology,2019,1,True
Belgium,Professional services,2015,1,True
Belgium,Real estate,2019,2,True
Bulgaria,Data and analytics,2017,1,True
Bulgaria,All,2021,1,True
Belarus,General purpose,2016,2,True
Brazil,Real estate,2018,0,True
Botswana,Data and analytics,2015,1,True
Chile,Consumer goods,2017,0,True
Chile,Healthcare and Life Sciences,2018,4,True
Colombia,Other,2016,0,True
Colombia,Other,2023,0,True
Colombia,"Mobile, platforms & Internet services",2023,0,True
Cyprus,Finance,2017,1,True
Cyprus,"Sales, retail, commerce, marketing",2018,1,True
Cyprus,Gaming,2019,1,True
Cyprus,Hardware,2021,20,True
Germany,Semiconductor,2017,5,True
Germany,Speech Recognition,2021,2,True
Denmark,Professional services,2015,9,True
Denmark,Professional services,2023,94,True
Egypt,Agriculture,2022,0,True
Spain,Telecommunications,2022,0,True
Spain,Sports,2022,0,True
Estonia,Robotics,2021,0,True
Finland,Consumer goods,2019,2,True
Finland,NLP,2015,1,True
Finland,NLP,2022,0,True
France,Telecommunications,2014,77,True
France,Speech Recognition,2018,0,True
Ghana,Finance,2022,11,True
Ghana,All,2021,3,True
Greece,Healthcare and Life Sciences,2019,3,True
Greece,Media and Entertainment,2019,0,True
Hungary,Telecommunications,2017,0,True
Indonesia,Computer Vision,2018,14,True
Ireland,"Military, public safety and government",2017,0,True
Iceland,Healthcare and Life Sciences,2015,0,True
Israel,Simulation,2018,1,True
Israel,Lending and Investments,2021,409,True
Israel,Facial Recognition,2015,1,True
Italy,NLP,2021,32,True
Italy,Sports,2024,0,False
Italy,Professional services,2022,19,True
Jordan,Software,2020,0,True
Japan,Energy and natural resources,2016,2,True
Lebanon,Finance,2017,0,True
Lebanon,Software,2014,0,True
Lebanon,Data and analytics,2016,0,True
Mexico,Transportation,2021,15,True
Mexico,Privacy and Security,2020,2,True
Mexico,Professional services,2014,2,True
Mexico,Telecommunications,2021,1,True
Malaysia,Agriculture,2019,0,True
Nigeria,Other,2021,0,True
Nigeria,Other,2023,2,True
Netherlands,"Military, public safety and government",2016,1,True
Norway,Community and Lifestyle,2017,0,True
Norway,Gaming,2018,0,True
Norway,Energy and natural resources,2020,5,True
Norway,Energy and natural resources,2021,3,True
Norway,Real estate,2015,0,True
New Zealand,Other,2024,9,False
Pakistan,Education,2019,0,True
Pakistan,Software,2015,0,True
Philippines,General purpose,2018,3,True
Poland,Simulation,2023,0,True
Poland,Privacy and Security,2021,1,True
Puerto Rico,Community and Lifestyle,2018,0,True
Portugal,Media and Entertainment,2022,3,True
Portugal,Manufacturing,2022,3,True
Portugal,Finance,2023,4,True
Portugal,Privacy and Security,2018,0,True
Qatar,All,2021,1,True
Romania,Computer Vision,2022,0,True
Romania,Other,2023,10,True
Russia,Facial Recognition,2021,1,True
Russia,Computer Vision,2015,0,True
Saudi Arabia,Lending and Investments,2021,3,True
Singapore,Agriculture,2022,1978,True
Singapore,Consumer goods,2024,40,False
Serbia,Speech Recognition,2018,0,True
Sweden,Community and Lifestyle,2018,8,True
Seychelles,Software,2023,50,True
Seychelles,Privacy and Security,2016,0,True
Thailand,Speech Recognition,2018,0,True
Tunisia,"Mobile, platforms & Internet services",2018,1,True
Turkey,Privacy and Security,2023,0,True
Taiwan,Gaming,2018,1,True
Taiwan,Education,2021,8,True
Taiwan,Biotechnology,2014,0,True
Uganda,Agriculture,2023,0,True
Uruguay,Software,2021,100,True
Uruguay,General purpose,2022,3,True
South Africa,Media and Entertainment,2018,0,True
South Africa,Navigation and mapping,2023,1,True
South Africa,Other,2024,1,False
South Africa,Professional services,2019,2,True
South Africa,Lending and Investments,2018,17,True
South Africa,Transportation,2021,0,True
Zimbabwe,All,2023,0,True
Slovenia,Data and analytics,2017,5,True
Slovenia,Data and analytics,2021,4,True
Australia,Data and analytics,2014,0,True
Australia,Computer Vision,2017,1,True
Australia,Computer Vision,2023,14,True
Belgium,Hardware,2016,2,True
Brazil,Hardware,2016,2,True
Brazil,Software,2021,341,True
Brazil,Software,2022,752,True
Brazil,Data and analytics,2016,12,True
Canada,Manufacturing,2021,59,True
Canada,Professional services,2016,79,True
Canada,Data and analytics,2020,1203,True
Canada,NLP,2016,4,True
Canada,Biotechnology,2016,8,True
Switzerland,Computer Vision,2021,166,True
Switzerland,Robotics,2017,12,True
Switzerland,"Mobile, platforms & Internet services",2014,65,True
Switzerland,Privacy and Security,2019,152,True
Chile,General purpose,2014,100,True
Chile,General purpose,2022,11,True
China (mainland),Hardware,2016,523,True
China (mainland),Other,2018,964,True
China (mainland),Information Technology,2021,1877,True
China (mainland),General purpose,2018,4452,True
China (mainland),Robotics,2014,14,True
China (mainland),Software,2020,3488,True
Colombia,Software,2019,2,True
Czechia,Data and analytics,2023,57,True
Czechia,Software,2020,28,True
Germany,Media and Entertainment,2016,16,True
Germany,Consumer goods,2022,136,True
Spain,Community and Lifestyle,2015,5,True
Spain,Community and Lifestyle,2022,26,True
Estonia,General purpose,2023,12,True
Estonia,Information Technology,2022,45,True
Estonia,Other,2017,1,True
Estonia,Other,2018,6,True
Finland,"Mobile, platforms & Internet services",2021,713,True
France,Other,2019,245,True
France,Other,2022,321,True
France,General purpose,2018,602,True
France,Robotics,2023,2,True
France,Software,2014,1184,True
France,Healthcare and Life Sciences,2020,24,True
United Kingdom,Navigation and mapping,2022,41,True
United Kingdom,Computer Vision,2023,155,True
Hungary,Software,2018,7,True
India,Agriculture,2015,1,True
India,Professional services,2014,38,True
India,Professional services,2015,5,True
India,Education,2024,35,False
India,General purpose,2019,516,True
India,Telecommunications,2022,40,True
India,Software,2017,4740,True
India,All,2023,8153,True
India,All,2024,1406,False
India,Consumer goods,2017,8,True
India,Privacy and Security,2016,2,True
Ireland,Software,2020,110,True
Ireland,Other,2020,2,True
Iceland,Software,2018,4,True
Iceland,All,2024,20,False
Israel,Software,2020,1385,True
Israel,Robotics,2024,18,False
Italy,Media and Entertainment,2017,1,True
Italy,"Mobile, platforms & Internet services",2020,93,True
Japan,Other,2015,1,True
Japan,Information Technology,2016,678,True
Japan,Data and analytics,2023,497,True
South Korea,Hardware,2016,51,True
South Korea,All,2022,2637,True
South Korea,Information Technology,2023,310,True
Latvia,Software,2022,1,True
Mexico,All,2014,2,True
Mexico,Data and analytics,2020,32,True
Malaysia,Data and analytics,2022,64,True
Netherlands,"Sales, retail, commerce, marketing",2015,2,True
Netherlands,All,2017,544,True
Netherlands,"Mobile, platforms & Internet services",2023,525,True
Netherlands,Finance,2018,22,True
Poland,Software,2017,60,True
Poland,Healthcare and Life Sciences,2019,5,True
Saudi Arabia,Data and analytics,2023,229,True
Singapore,Software,2018,545,True
Singapore,Hardware,2016,48,True
Singapore,Community and Lifestyle,2018,14,True
Singapore,Other,2017,9,True
Sweden,Software,2024,94,False
Sweden,All,2018,132,True
Turkey,Software,2020,5,True
Taiwan,All,2016,23,True
Taiwan,All,2023,30,True
United States,Consumer goods,2022,2704,True
United States,Education,2022,1844,True
United States,"Military, public safety and government",2024,5807,False
United States,Speech Recognition,2021,437,True
United States,Robotics,2021,2891,True
United States,Telecommunications,2018,424,True
United States,Software,2019,71938,True
United States,Lending and Investments,2023,676,True
United States,Transportation,2021,12288,True
United States,General purpose,2014,4239,True
United States,Cyber Security,2023,2277,True
United States,Data and analytics,2024,69959,False
Brazil,Other,2022,130,True
India,Gaming,2021,3,True
Peru,Data and analytics,2017,0,True
Austria,Energy and natural resources,2018,2,True
Czechia,"Mobile, platforms & Internet services",2016,0,True
Czechia,"Mobile, platforms & Internet services",2018,2,True
Germany,Education,2022,55,True
Italy,Healthcare and Life Sciences,2019,2,True
Italy,Healthcare and Life Sciences,2023,5,True
Lithuania,Software,2019,5,True
Norway,"Mobile, platforms & Internet services",2018,1,True
Sweden,Biotechnology,2017,0,True
Sweden,Biotechnology,2023,7,True
United Arab Emirates,Professional services,2024,27,False
United Arab Emirates,All,2018,121,True
Australia,Education,2017,3,True
Australia,Education,2019,2,True
Australia,Energy and natural resources,2024,35,False
Belgium,Healthcare and Life Sciences,2020,1,True
Germany,Biotechnology,2019,20,True
Germany,Agriculture,2016,3,True
Denmark,All,2017,76,True
Denmark,General purpose,2021,228,True
France,Cyber Security,2017,3,True
Indonesia,Data and analytics,2015,1,True
Japan,Privacy and Security,2017,112,True
South Korea,"Military, public safety and government",2024,1,False
South Korea,Robotics,2019,5,True
Netherlands,Biotechnology,2016,6,True
Netherlands,Privacy and Security,2024,85,False
Netherlands,Professional services,2015,4,True
Saudi Arabia,"Sales, retail, commerce, marketing",2020,11,True
Sweden,Other,2018,4,True
Turkey,Hardware,2016,2,True
Thailand,General purpose,2021,5,True
Switzerland,Manufacturing,2017,25,True
United Arab Emirates,"Sales, retail, commerce, marketing",2024,2,False
Kenya,Finance,2021,18,True
South Korea,Transportation,2021,1758,True
South Korea,"Sales, retail, commerce, marketing",2019,9,True
Vietnam,General purpose,2021,10,True
Brazil,Community and Lifestyle,2022,6,True
France,Sports,2018,1,True
Italy,Other,2017,0,True
Italy,Other,2018,1,True
Kenya,General purpose,2018,2,True
Kenya,General purpose,2022,4,True
South Korea,NLP,2024,35,False
Norway,"Sales, retail, commerce, marketing",2022,2,True
Taiwan,Healthcare and Life Sciences,2024,10,False
South Africa,General purpose,2021,11,True
Bangladesh,General purpose,2018,0,True
Estonia,Transportation,2018,0,True
Guatemala,"Mobile, platforms & Internet services",2019,5,True
Tunisia,General purpose,2023,0,True
Sweden,"Military, public safety and government",2020,10,True
Estonia,Healthcare and Life Sciences,2020,0,True
Kazakhstan,"Sales, retail, commerce, marketing",2020,0,True
Brazil,Navigation and mapping,2023,0,True
Saint Kitts and Nevis,General purpose,2023,1,True
Belgium,Robotics,2021,0,True
Senegal,Data and analytics,2023,0,True
Senegal,All,2021,0,True
Colombia,Agriculture,2022,0,True
Ukraine,Transportation,2023,4,True
Côte d'Ivoire,Healthcare and Life Sciences,2024,0,False
Côte d'Ivoire,All,2024,1,False
Colombia,Community and Lifestyle,2023,0,True
Greece,Manufacturing,2023,0,True
Slovakia,Energy and natural resources,2023,17,True
Bosnia and Herzegovina,Hardware,2023,0,True
Kenya,Telecommunications,2023,0,True
Albania,All,2019,7,True
United Arab Emirates,Education,2024,2,False
United Arab Emirates,Real estate,2018,2,True
United Arab Emirates,Finance,2019,6,True
United Arab Emirates,Community and Lifestyle,2023,4,True
Argentina,Hardware,2018,0,True
Australia,Biotechnology,2014,0,True
Belgium,Community and Lifestyle,2020,1,True
Belgium,NLP,2021,0,True
Bulgaria,Community and Lifestyle,2016,0,True
Bulgaria,All,2014,1,True
Belarus,Data and analytics,2022,0,True
Belize,Software,2022,20,True
Brazil,Privacy and Security,2019,2,True
Brazil,Manufacturing,2023,3,True
Botswana,General purpose,2021,0,True
Switzerland,Gaming,2019,0,True
Chile,"Mobile, platforms & Internet services",2017,0,True
Chile,Community and Lifestyle,2021,29,True
Chile,Professional services,2020,3,True
Colombia,Information Technology,2020,1,True
Colombia,Information Technology,2023,1,True
Cyprus,Information Technology,2022,0,True
Cyprus,Information Technology,2024,1,False
Czechia,Finance,2016,1,True
Czechia,Hardware,2022,2,True
Czechia,Real estate,2021,0,True
Denmark,Real estate,2021,89,True
Denmark,Professional services,2024,181,False
Denmark,Transportation,2018,1,True
Denmark,Cyber Security,2022,1,True
Ecuador,General purpose,2021,0,True
Egypt,Finance,2020,0,True
Egypt,Information Technology,2023,1,True
Spain,Robotics,2017,3,True
Estonia,"Sales, retail, commerce, marketing",2015,0,True
Estonia,Education,2024,0,False
