country,field,year,num_patent_applications,complete
Greece,Telecommunications,2019,0,True
Greece,Banking and Finance,2020,0,False
Hong Kong,Business,2017,0,True
Hong Kong,Transportation,2019,0,True
Hungary,Security,2022,0,False
Israel,Banking and Finance,2021,0,False
Israel,Life Sciences,2022,1,False
India,All,2017,270,True
India,Banking and Finance,2015,5,True
Italy,Transportation,2021,6,False
South Korea,Personal Devices and Computing,2016,463,True
South Korea,Physical Sciences and Engineering,2020,413,False
Lithuania,Security,2019,0,True
Lithuania,Physical Sciences and Engineering,2017,0,True
Luxembourg,Physical Sciences and Engineering,2017,0,True
Luxembourg,Industry and Manufacturing,2023,3,False
Morocco,Security,2020,0,False
Morocco,Energy Management,2019,1,True
Morocco,Transportation,2016,0,True
Morocco,Industry and Manufacturing,2015,0,True
Mexico,Life Sciences,2018,30,True
Netherlands,Telecommunications,2017,0,True
Netherlands,Business,2019,2,True
Netherlands,Banking and Finance,2017,0,True
Norway,Industry and Manufacturing,2020,1,False
New Zealand,Physical Sciences and Engineering,2014,0,True
New Zealand,Telecommunications,2019,2,True
Peru,Energy Management,2022,0,False
Philippines,Personal Devices and Computing,2019,1,True
Philippines,Physical Sciences and Engineering,2016,0,True
Poland,Transportation,2016,4,True
Poland,Transportation,2018,1,True
Poland,Life Sciences,2017,4,True
Portugal,Business,2015,0,True
Portugal,All,2015,5,True
Romania,Business,2016,0,True
Romania,All,2020,9,False
Serbia,All,2017,2,True
Russia,Personal Devices and Computing,2021,14,False
Sweden,Business,2019,0,True
Singapore,All,2017,112,True
Turkey,All,2022,22,False
Taiwan,All,2021,665,False
Taiwan,Business,2015,3,True
Taiwan,Personal Devices and Computing,2021,108,False
Taiwan,Physical Sciences and Engineering,2017,2,True
Taiwan,Energy Management,2022,5,False
Taiwan,Security,2017,2,True
Taiwan,Security,2018,12,True
Ukraine,Personal Devices and Computing,2015,2,True
Ukraine,Personal Devices and Computing,2017,0,True
United States,Physical Sciences and Engineering,2021,309,False
South Africa,Telecommunications,2020,0,False
Kenya,Personal Devices and Computing,2016,0,True
Thailand,Security,2017,0,True
Thailand,Personal Devices and Computing,2017,0,True
Latvia,Energy Management,2017,0,True
Philippines,Security,2017,0,True
Czechia,Energy Management,2020,0,False
Belgium,Banking and Finance,2021,0,False
Chile,Banking and Finance,2015,0,True
Serbia,Energy Management,2018,0,True
Serbia,Security,2018,0,True
Ukraine,Banking and Finance,2018,0,True
Ukraine,Banking and Finance,2022,0,False
Ukraine,Energy Management,2018,0,True
Hong Kong,Security,2018,1,True
Cuba,Industry and Manufacturing,2020,1,False
Oman,Life Sciences,2016,1,True
Argentina,Life Sciences,2017,0,True
Austria,Life Sciences,2021,1,False
Austria,Personal Devices and Computing,2015,0,True
Austria,Business,2017,1,True
Austria,Physical Sciences and Engineering,2018,0,True
Australia,Life Sciences,2016,73,True
Australia,Telecommunications,2016,56,True
Australia,Banking and Finance,2018,30,True
Australia,Banking and Finance,2020,54,False
Australia,Business,2014,10,True
Australia,Business,2021,144,False
Australia,Security,2015,8,True
Australia,Security,2022,14,False
Belgium,Personal Devices and Computing,2019,0,True
Belgium,Industry and Manufacturing,2023,0,False
Brazil,All,2015,59,True
Canada,Life Sciences,2015,58,True
Canada,Banking and Finance,2018,47,True
Canada,All,2018,681,True
Chile,Security,2017,0,True
Chile,Security,2021,1,False
China (mainland),Personal Devices and Computing,2017,6230,True
China (mainland),Industry and Manufacturing,2023,8620,False
Colombia,Physical Sciences and Engineering,2015,1,True
Colombia,Personal Devices and Computing,2022,0,False
Germany,Business,2014,5,True
Denmark,Personal Devices and Computing,2017,7,True
Denmark,Industry and Manufacturing,2020,1,False
Finland,Life Sciences,2015,3,True
Finland,Business,2014,5,True
France,Telecommunications,2019,49,True
France,All,2022,150,False
France,Energy Management,2018,5,True
France,Personal Devices and Computing,2014,12,True
United Kingdom,All,2021,467,False
United Kingdom,Personal Devices and Computing,2019,199,True
Greece,Physical Sciences and Engineering,2017,0,True
Greece,Telecommunications,2018,0,True
Greece,Business,2014,0,True
Greece,Business,2017,1,True
Greece,Transportation,2015,0,True
Greece,Transportation,2022,1,False
Greece,Life Sciences,2019,0,True
Hong Kong,Personal Devices and Computing,2017,0,True
Croatia,Physical Sciences and Engineering,2018,1,True
Hungary,Transportation,2017,0,True
Hungary,Transportation,2022,0,False
Hungary,Personal Devices and Computing,2014,0,True
Hungary,Telecommunications,2020,1,False
Hungary,Energy Management,2017,0,True
India,Industry and Manufacturing,2016,3,True
India,All,2021,4,False
India,Transportation,2018,14,True
Japan,Telecommunications,2020,502,False
South Korea,All,2019,6606,True
South Korea,Business,2017,310,True
South Korea,Industry and Manufacturing,2023,20,False
South Korea,Physical Sciences and Engineering,2016,45,True
Luxembourg,Telecommunications,2020,1,False
Luxembourg,Physical Sciences and Engineering,2020,2,False
Morocco,Life Sciences,2014,2,True
Morocco,Life Sciences,2020,0,False
Mexico,Transportation,2017,18,True
Mexico,Personal Devices and Computing,2015,10,True
Mexico,Banking and Finance,2014,2,True
Malaysia,Personal Devices and Computing,2021,1,False
Malaysia,Industry and Manufacturing,2021,0,False
Malaysia,Energy Management,2021,0,False
Netherlands,Industry and Manufacturing,2021,5,False
New Zealand,Life Sciences,2014,4,True
New Zealand,Life Sciences,2016,2,True
Peru,Personal Devices and Computing,2021,0,False
Peru,Physical Sciences and Engineering,2019,1,True
Poland,Business,2020,0,False
Poland,Telecommunications,2022,0,False
Poland,Personal Devices and Computing,2022,1,False
Poland,Security,2015,1,True
Russia,Banking and Finance,2019,6,True
Sweden,Transportation,2021,3,False
Sweden,All,2018,31,True
Singapore,Industry and Manufacturing,2014,1,True
Singapore,Industry and Manufacturing,2016,2,True
Singapore,Industry and Manufacturing,2019,3,True
Singapore,Security,2017,10,True
Singapore,Transportation,2018,17,True
Singapore,Telecommunications,2017,27,True
Tunisia,All,2020,1,False
Taiwan,All,2022,349,False
Taiwan,Physical Sciences and Engineering,2021,8,False
Taiwan,Energy Management,2018,9,True
Taiwan,Transportation,2020,5,False
Ukraine,Life Sciences,2021,1,False
United States,Telecommunications,2020,3470,False
United States,Life Sciences,2017,1365,True
United States,Physical Sciences and Engineering,2016,159,True
United States,Energy Management,2014,84,True
South Africa,Physical Sciences and Engineering,2020,0,False
South Africa,Life Sciences,2017,1,True
Cuba,Life Sciences,2020,0,False
Jordan,Transportation,2017,0,True
Saudi Arabia,Transportation,2021,0,False
Croatia,Security,2019,0,True
Tunisia,Transportation,2022,0,False
Czechia,Banking and Finance,2023,0,False
Bulgaria,Transportation,2020,0,False
Portugal,Banking and Finance,2018,0,True
Romania,Transportation,2023,0,False
Serbia,Security,2020,0,False
Ukraine,Telecommunications,2021,0,False
South Africa,Transportation,2019,0,True
Serbia,Telecommunications,2018,1,True
Hong Kong,Energy Management,2019,0,True
Cuba,Telecommunications,2020,1,False
Argentina,Telecommunications,2020,1,False
Austria,Life Sciences,2014,1,True
Austria,Transportation,2019,5,True
Austria,Business,2021,1,False
Austria,Business,2022,1,False
Austria,Industry and Manufacturing,2017,0,True
Australia,Security,2021,132,False
Belgium,Business,2018,1,True
Belgium,All,2021,8,False
Belgium,Personal Devices and Computing,2020,1,False
Belgium,Life Sciences,2022,0,False
Brazil,All,2018,152,True
Brazil,Energy Management,2015,3,True
Canada,Security,2021,53,False
Switzerland,Business,2018,0,True
Switzerland,Physical Sciences and Engineering,2014,1,True
Switzerland,Personal Devices and Computing,2015,2,True
China (mainland),All,2014,2489,True
Germany,Personal Devices and Computing,2023,22,False
Germany,Telecommunications,2014,4,True
Germany,All,2016,236,True
Denmark,Life Sciences,2022,2,False
Denmark,Transportation,2017,1,True
Denmark,Telecommunications,2017,5,True
Spain,Industry and Manufacturing,2016,5,True
Spain,Personal Devices and Computing,2014,9,True
Spain,Personal Devices and Computing,2019,20,True
Finland,Business,2021,5,False
Finland,Personal Devices and Computing,2022,4,False
France,Business,2016,1,True
France,Life Sciences,2017,21,True
United Kingdom,Business,2018,53,True
United Kingdom,Business,2020,37,False
Greece,Industry and Manufacturing,2015,1,True
Greece,Industry and Manufacturing,2016,0,True
Greece,Telecommunications,2023,0,False
Greece,Transportation,2023,0,False
Hong Kong,Life Sciences,2018,1,True
Hong Kong,Telecommunications,2019,0,True
Hungary,Transportation,2014,0,True
Israel,Personal Devices and Computing,2017,12,True
Israel,Transportation,2018,1,True
Israel,Life Sciences,2017,2,True
India,Energy Management,2017,2,True
India,Energy Management,2019,0,True
India,Business,2015,30,True
Italy,Security,2015,0,True
Italy,Physical Sciences and Engineering,2020,0,False
Italy,Telecommunications,2018,6,True
Japan,Physical Sciences and Engineering,2014,12,True
Japan,Security,2019,105,True
Japan,Banking and Finance,2022,21,False
Japan,Business,2022,81,False
South Korea,Personal Devices and Computing,2021,2531,False
South Korea,Physical Sciences and Engineering,2022,208,False
Lithuania,Physical Sciences and Engineering,2019,0,True
Luxembourg,Banking and Finance,2023,0,False
Morocco,Physical Sciences and Engineering,2016,0,True
Mexico,Banking and Finance,2020,7,False
Mexico,Telecommunications,2014,1,True
Malaysia,Industry and Manufacturing,2018,0,True
Netherlands,Security,2020,1,False
Netherlands,All,2022,44,False
Norway,Physical Sciences and Engineering,2021,1,False
Norway,Life Sciences,2017,0,True
New Zealand,Banking and Finance,2018,0,True
Peru,Industry and Manufacturing,2021,2,False
Peru,Physical Sciences and Engineering,2016,1,True
Philippines,Life Sciences,2017,0,True
Philippines,Life Sciences,2018,0,True
Poland,Security,2019,1,True
Poland,Security,2020,1,False
Portugal,Telecommunications,2022,0,False
Romania,Physical Sciences and Engineering,2020,0,False
Romania,Life Sciences,2015,1,True
Russia,Energy Management,2016,3,True
Russia,Telecommunications,2020,23,False
Sweden,Security,2017,0,True
Sweden,Physical Sciences and Engineering,2014,0,True
Sweden,Telecommunications,2015,2,True
Singapore,Business,2014,5,True
Singapore,Telecommunications,2016,13,True
Turkey,Security,2016,0,True
Taiwan,All,2019,498,True
Taiwan,Telecommunications,2016,14,True
Taiwan,Energy Management,2015,2,True
Taiwan,Industry and Manufacturing,2022,5,False
Taiwan,Security,2019,7,True
Taiwan,Security,2023,0,False
United States,Banking and Finance,2019,748,True
United States,Banking and Finance,2023,4,False
Oman,Physical Sciences and Engineering,2016,0,True
Latvia,Industry and Manufacturing,2020,0,False
Ireland,Transportation,2021,0,False
Ireland,Industry and Manufacturing,2022,0,False
Ireland,Energy Management,2022,0,False
Colombia,Transportation,2017,0,True
Bulgaria,Security,2015,0,True
Bulgaria,Banking and Finance,2023,0,False
Bulgaria,Transportation,2017,0,True
Bulgaria,Transportation,2023,0,False
Portugal,Banking and Finance,2022,0,False
Serbia,Security,2021,0,False
Ukraine,Security,2016,0,True
Ukraine,Transportation,2021,0,False
Ukraine,Industry and Manufacturing,2018,1,True
Argentina,Personal Devices and Computing,2016,0,True
Argentina,Business,2018,3,True
Austria,Business,2018,0,True
Australia,Life Sciences,2021,460,False
Australia,Industry and Manufacturing,2015,11,True
Belgium,Security,2017,0,True
Belgium,Physical Sciences and Engineering,2019,0,True
Brazil,Banking and Finance,2021,3,False
Brazil,Physical Sciences and Engineering,2022,1,False
Canada,Telecommunications,2014,19,True
Canada,Life Sciences,2022,20,False
Canada,Personal Devices and Computing,2014,53,True
Canada,Energy Management,2021,24,False
Switzerland,Transportation,2018,1,True
Switzerland,Energy Management,2014,0,True
Switzerland,Energy Management,2022,0,False
Chile,Transportation,2015,0,True
China (mainland),Life Sciences,2018,1904,True
China (mainland),Physical Sciences and Engineering,2021,2179,False
Czechia,Personal Devices and Computing,2022,0,False
Germany,Banking and Finance,2022,12,False
Germany,Security,2022,15,False
Germany,Personal Devices and Computing,2020,359,False
Germany,Telecommunications,2019,110,True
Germany,Telecommunications,2023,5,False
Germany,All,2020,1040,False
Germany,Life Sciences,2023,13,False
Denmark,Business,2014,0,True
Denmark,Business,2017,0,True
Denmark,Banking and Finance,2020,0,False
Denmark,All,2015,21,True
Denmark,All,2022,4,False
Spain,Physical Sciences and Engineering,2022,3,False
Spain,Banking and Finance,2014,1,True
Spain,Industry and Manufacturing,2021,8,False
Spain,Personal Devices and Computing,2023,0,False
Spain,Life Sciences,2021,10,False
Finland,Telecommunications,2015,1,True
Finland,All,2016,8,True
France,Security,2015,2,True
France,Life Sciences,2016,15,True
France,Life Sciences,2023,0,False
United Kingdom,Physical Sciences and Engineering,2022,19,False
United Kingdom,Transportation,2014,7,True
United Kingdom,Transportation,2021,44,False
Hungary,Physical Sciences and Engineering,2015,0,True
Israel,Personal Devices and Computing,2022,7,False
Italy,Energy Management,2019,5,True
Italy,All,2018,42,True
Italy,Industry and Manufacturing,2019,5,True
Italy,Personal Devices and Computing,2020,16,False
Italy,Banking and Finance,2019,3,True
Japan,All,2014,514,True
Japan,Personal Devices and Computing,2021,825,False
South Korea,Telecommunications,2020,1572,False
Lithuania,Life Sciences,2017,0,True
Morocco,Telecommunications,2017,0,True
Morocco,All,2017,5,True
Mexico,Life Sciences,2022,4,False
Malaysia,Banking and Finance,2021,0,False
Malaysia,Business,2017,3,True
Netherlands,Telecommunications,2021,3,False
Norway,Industry and Manufacturing,2014,0,True
New Zealand,Personal Devices and Computing,2016,0,True
Peru,Banking and Finance,2016,0,True
Peru,Banking and Finance,2022,1,False
Philippines,Life Sciences,2015,0,True
Poland,Transportation,2021,1,False
Poland,Physical Sciences and Engineering,2021,2,False
Poland,Telecommunications,2017,3,True
Portugal,Business,2020,0,False
Portugal,Telecommunications,2014,0,True
Portugal,Transportation,2018,2,True
Romania,Telecommunications,2015,1,True
Serbia,Business,2019,0,True
Russia,All,2018,210,True
Sweden,Transportation,2016,3,True
Sweden,Business,2014,0,True
Singapore,Industry and Manufacturing,2018,10,True
Tunisia,Telecommunications,2022,1,False
Turkey,Life Sciences,2018,2,True
Taiwan,Transportation,2015,0,True
Taiwan,Transportation,2021,5,False
United States,Transportation,2017,1251,True
United States,Security,2018,1001,True
United States,Business,2023,20,False
South Africa,Business,2022,0,False
Azerbaijan,Physical Sciences and Engineering,2018,0,True
Brunei Darussalam,Business,2014,0,True
"Moldova, Republic of",Telecommunications,2021,0,False
Uruguay,Security,2020,0,False
Croatia,Transportation,2015,0,True
Ireland,Security,2021,0,False
Colombia,Transportation,2019,0,True
Bulgaria,Physical Sciences and Engineering,2021,0,False
Serbia,Physical Sciences and Engineering,2014,0,True
Brunei Darussalam,Life Sciences,2014,1,True
Brunei Darussalam,All,2014,1,True
Estonia,All,2022,1,False
Argentina,Physical Sciences and Engineering,2017,1,True
Austria,Life Sciences,2015,0,True
Austria,Life Sciences,2020,1,False
Austria,Security,2021,0,False
Australia,Industry and Manufacturing,2018,29,True
Belgium,Transportation,2021,0,False
Belgium,All,2019,2,True
Belgium,Personal Devices and Computing,2016,1,True
Belgium,Personal Devices and Computing,2022,0,False
Brazil,Security,2019,9,True
Brazil,Life Sciences,2022,0,False
Brazil,Industry and Manufacturing,2018,13,True
Brazil,Banking and Finance,2022,0,False
Canada,Telecommunications,2023,1,False
Canada,Business,2021,121,False
Canada,Energy Management,2020,20,False
Switzerland,Physical Sciences and Engineering,2019,0,True
Switzerland,Life Sciences,2019,0,True
Switzerland,All,2019,2,True
China (mainland),Telecommunications,2018,2564,True
China (mainland),Security,2021,2995,False
China (mainland),Industry and Manufacturing,2016,255,True
Germany,Security,2015,1,True
Germany,Personal Devices and Computing,2019,294,True
Germany,Business,2021,34,False
Denmark,Personal Devices and Computing,2018,7,True
Denmark,Energy Management,2016,1,True
Denmark,Industry and Manufacturing,2022,0,False
Denmark,Telecommunications,2016,3,True
Spain,Telecommunications,2019,19,True
Spain,Telecommunications,2023,1,False
Finland,Personal Devices and Computing,2015,4,True
Finland,All,2017,20,True
United Kingdom,Banking and Finance,2022,9,False
United Kingdom,Security,2017,19,True
Greece,Industry and Manufacturing,2017,2,True
Greece,Telecommunications,2017,0,True
Croatia,All,2019,1,True
Indonesia,Telecommunications,2016,2,True
Israel,Business,2017,4,True
Israel,Physical Sciences and Engineering,2018,1,True
India,Life Sciences,2019,0,True
Italy,Transportation,2017,7,True
Italy,Banking and Finance,2014,0,True
Japan,Energy Management,2020,116,False
South Korea,All,2018,4174,True
South Korea,Business,2018,616,True
South Korea,Industry and Manufacturing,2015,22,True
South Korea,Industry and Manufacturing,2020,498,False
Luxembourg,Business,2021,6,False
Morocco,Energy Management,2018,0,True
Morocco,Personal Devices and Computing,2021,0,False
Morocco,Life Sciences,2019,1,True
Mexico,Life Sciences,2016,11,True
Mexico,Security,2023,0,False
Mexico,Industry and Manufacturing,2015,6,True
Malaysia,Personal Devices and Computing,2018,3,True
Malaysia,Transportation,2015,6,True
Malaysia,Transportation,2020,0,False
Netherlands,Energy Management,2017,0,True
Norway,Transportation,2014,0,True
Norway,Physical Sciences and Engineering,2016,0,True
New Zealand,Telecommunications,2015,3,True
New Zealand,Industry and Manufacturing,2017,1,True
Peru,Industry and Manufacturing,2019,0,True
Philippines,Transportation,2018,0,True
Philippines,Physical Sciences and Engineering,2015,0,True
Poland,Life Sciences,2014,3,True
Poland,Personal Devices and Computing,2019,8,True
Romania,All,2016,2,True
Romania,Physical Sciences and Engineering,2023,0,False
Serbia,Industry and Manufacturing,2015,1,True
Serbia,Personal Devices and Computing,2020,0,False
Russia,Business,2020,11,False
Saudi Arabia,All,2018,2,True
Sweden,Telecommunications,2017,5,True
Singapore,Banking and Finance,2014,3,True
Singapore,Banking and Finance,2017,12,True
Singapore,Physical Sciences and Engineering,2015,3,True
Singapore,All,2021,5,False
Slovenia,Banking and Finance,2016,0,True
Turkey,Transportation,2017,0,True
Turkey,All,2017,11,True
Taiwan,All,2014,36,True
Taiwan,Life Sciences,2023,1,False
United States,Industry and Manufacturing,2022,110,False
South Africa,All,2023,53,False
South Africa,Banking and Finance,2022,0,False
Brunei Darussalam,Personal Devices and Computing,2014,0,True
Iran,Life Sciences,2018,0,True
Thailand,Physical Sciences and Engineering,2017,0,True
Latvia,Transportation,2020,0,False
Slovakia,Energy Management,2015,0,True
Ireland,Telecommunications,2018,0,True
Bulgaria,Business,2021,0,False
Bulgaria,Industry and Manufacturing,2015,0,True
Bulgaria,Life Sciences,2021,0,False
Bulgaria,Personal Devices and Computing,2018,0,True
Israel,Energy Management,2020,0,False
Serbia,Telecommunications,2015,0,True
Serbia,Life Sciences,2022,0,False
Saudi Arabia,Banking and Finance,2018,1,True
Argentina,Physical Sciences and Engineering,2021,0,False
Austria,Telecommunications,2022,2,False
Austria,Business,2019,0,True
Austria,Security,2016,1,True
Brazil,Physical Sciences and Engineering,2014,2,True
Canada,Personal Devices and Computing,2021,219,False
Canada,Business,2017,64,True
Canada,Banking and Finance,2016,15,True
Canada,Banking and Finance,2020,52,False
Switzerland,Security,2018,0,True
Switzerland,Security,2021,0,False
Switzerland,Personal Devices and Computing,2020,4,False
Switzerland,Industry and Manufacturing,2021,2,False
Chile,Personal Devices and Computing,2018,0,True
Chile,Industry and Manufacturing,2015,0,True
China (mainland),Banking and Finance,2021,2288,False
China (mainland),Banking and Finance,2024,4,False
China (mainland),Life Sciences,2016,599,True
Czechia,Personal Devices and Computing,2017,0,True
Germany,Energy Management,2020,77,False
Germany,Banking and Finance,2020,20,False
Germany,Personal Devices and Computing,2014,11,True
Germany,Life Sciences,2018,58,True
Germany,Life Sciences,2021,92,False
Denmark,Business,2016,1,True
Spain,Telecommunications,2021,2,False
Spain,Transportation,2023,0,False
Spain,Security,2016,2,True
Spain,Security,2021,2,False
Finland,Security,2017,1,True
Finland,Business,2020,6,False
Finland,Personal Devices and Computing,2017,9,True
Finland,All,2022,17,False
France,Security,2017,4,True
France,Telecommunications,2014,4,True
United Kingdom,Banking and Finance,2016,10,True
Greece,Energy Management,2023,0,False
Greece,All,2017,14,True
Hong Kong,Physical Sciences and Engineering,2018,1,True
Hungary,Banking and Finance,2017,0,True
Hungary,Life Sciences,2015,6,True
Ireland,Life Sciences,2016,1,True
Israel,All,2019,21,True
Israel,Business,2015,3,True
Italy,Industry and Manufacturing,2016,3,True
Italy,Personal Devices and Computing,2018,11,True
Japan,Industry and Manufacturing,2016,107,True
Japan,Life Sciences,2015,128,True
Japan,Business,2020,278,False
Japan,Telecommunications,2017,314,True
Lithuania,All,2022,1,False
Lithuania,Telecommunications,2016,2,True
Luxembourg,Industry and Manufacturing,2016,0,True
Luxembourg,Transportation,2019,1,True
Morocco,Telecommunications,2014,0,True
Morocco,Telecommunications,2020,0,False
Morocco,All,2020,1,False
Morocco,Physical Sciences and Engineering,2019,1,True
Morocco,Physical Sciences and Engineering,2021,0,False
Mexico,Business,2014,2,True
Mexico,Security,2018,5,True
Malaysia,Physical Sciences and Engineering,2016,0,True
Malaysia,Telecommunications,2015,2,True
Netherlands,Telecommunications,2016,2,True
Norway,Transportation,2017,2,True
New Zealand,All,2020,1,False
New Zealand,Life Sciences,2015,3,True
Peru,Business,2022,1,False
Peru,Transportation,2022,0,False
Peru,Telecommunications,2018,0,True
Philippines,Personal Devices and Computing,2020,1,False
Poland,Industry and Manufacturing,2018,1,True
Poland,Personal Devices and Computing,2014,2,True
Portugal,Industry and Manufacturing,2020,0,False
Serbia,Personal Devices and Computing,2018,0,True
Serbia,All,2014,1,True
Serbia,All,2021,5,False
Russia,Personal Devices and Computing,2016,64,True
Sweden,Transportation,2018,12,True
Singapore,Physical Sciences and Engineering,2017,5,True
Singapore,Physical Sciences and Engineering,2020,0,False
Singapore,Transportation,2021,1,False
Slovenia,Personal Devices and Computing,2018,2,True
Slovakia,All,2020,4,False
Turkey,Banking and Finance,2022,4,False
Turkey,Industry and Manufacturing,2018,0,True
Turkey,Life Sciences,2020,12,False
Turkey,Business,2016,1,True
Taiwan,Personal Devices and Computing,2019,124,True
Taiwan,Life Sciences,2019,59,True
United States,Personal Devices and Computing,2020,7254,False
United States,Security,2021,626,False
United States,Security,2023,16,False
South Africa,Business,2016,2,True
South Africa,Business,2017,0,True
South Africa,Business,2020,3,False
South Africa,Personal Devices and Computing,2017,2,True
South Africa,Life Sciences,2022,0,False
Cuba,Security,2020,0,False
Estonia,Physical Sciences and Engineering,2022,0,False
Jordan,Personal Devices and Computing,2017,0,True
Uruguay,Life Sciences,2017,0,True
Croatia,Energy Management,2015,0,True
Croatia,Energy Management,2019,0,True
Croatia,Business,2015,0,True
Slovakia,Security,2020,0,False
Tunisia,Physical Sciences and Engineering,2020,0,False
Hong Kong,Industry and Manufacturing,2016,0,True
Ireland,Energy Management,2018,0,True
Philippines,Energy Management,2017,0,True
Philippines,Security,2015,0,True
Bulgaria,Business,2023,0,False
Romania,Personal Devices and Computing,2020,0,False
Serbia,Energy Management,2014,0,True
Ukraine,Banking and Finance,2016,0,True
Ukraine,Transportation,2022,0,False
South Africa,Transportation,2014,0,True
Serbia,Physical Sciences and Engineering,2015,0,True
Serbia,Physical Sciences and Engineering,2018,1,True
Serbia,Telecommunications,2017,0,True
Argentina,Security,2016,0,True
Austria,Personal Devices and Computing,2017,1,True
Austria,Telecommunications,2018,0,True
Austria,Business,2015,0,True
Austria,All,2017,11,True
Austria,All,2022,9,False
Austria,Physical Sciences and Engineering,2017,3,True
Austria,Physical Sciences and Engineering,2021,1,False
Australia,Physical Sciences and Engineering,2016,19,True
Australia,Industry and Manufacturing,2019,34,True
Belgium,Telecommunications,2020,0,False
Belgium,Physical Sciences and Engineering,2022,1,False
Brazil,Security,2020,5,False
Brazil,Physical Sciences and Engineering,2016,8,True
Canada,Transportation,2022,2,False
Chile,Life Sciences,2015,0,True
Chile,All,2014,1,True
China (mainland),Industry and Manufacturing,2015,103,True
Czechia,Telecommunications,2021,0,False
Denmark,Telecommunications,2022,0,False
Denmark,Banking and Finance,2017,2,True
Spain,Energy Management,2018,4,True
Spain,Personal Devices and Computing,2015,15,True
Spain,Business,2023,1,False
Finland,Physical Sciences and Engineering,2016,1,True
France,Industry and Manufacturing,2016,2,True
France,Transportation,2014,7,True
France,Energy Management,2014,4,True
United Kingdom,Security,2014,1,True
Hungary,Physical Sciences and Engineering,2022,0,False
Israel,Telecommunications,2015,5,True
Israel,Telecommunications,2021,9,False
Israel,Transportation,2015,2,True
India,Transportation,2017,12,True
India,Life Sciences,2022,0,False
Italy,Energy Management,2020,2,False
Italy,Business,2020,6,False
Japan,Life Sciences,2022,128,False
South Korea,Banking and Finance,2019,244,True
Lithuania,Life Sciences,2022,0,False
Morocco,Telecommunications,2016,0,True
Morocco,Business,2019,2,True
Mexico,Banking and Finance,2019,9,True
Malaysia,Banking and Finance,2019,0,True
Netherlands,Telecommunications,2020,1,False
Netherlands,Personal Devices and Computing,2016,2,True
Netherlands,Business,2017,0,True
Netherlands,All,2015,5,True
Netherlands,Physical Sciences and Engineering,2014,0,True
Netherlands,Banking and Finance,2022,1,False
Norway,Transportation,2018,2,True
Norway,Transportation,2019,1,True
Norway,Physical Sciences and Engineering,2022,0,False
Norway,Life Sciences,2022,0,False
New Zealand,Security,2021,0,False
New Zealand,Life Sciences,2018,9,True
Peru,Business,2016,0,True
Peru,Business,2019,0,True
Peru,Life Sciences,2022,0,False
Peru,Telecommunications,2020,4,False
Philippines,Physical Sciences and Engineering,2017,0,True
Poland,Transportation,2015,2,True
Portugal,Personal Devices and Computing,2019,3,True
Portugal,All,2014,1,True
Portugal,All,2017,6,True
Portugal,All,2019,4,True
Portugal,Industry and Manufacturing,2022,0,False
Romania,Telecommunications,2023,0,False
Serbia,Transportation,2018,1,True
Russia,Industry and Manufacturing,2021,1,False
Russia,All,2017,182,True
Sweden,Transportation,2020,2,False
Singapore,Energy Management,2014,1,True
Singapore,Life Sciences,2019,47,True
Slovenia,Telecommunications,2015,0,True
Slovenia,All,2016,3,True
Turkey,All,2015,4,True
Taiwan,Industry and Manufacturing,2017,14,True
Ukraine,All,2018,4,True
United States,Energy Management,2020,221,False
United States,Energy Management,2021,209,False
United States,Industry and Manufacturing,2021,316,False
South Africa,Life Sciences,2020,0,False
South Africa,Energy Management,2022,0,False
Estonia,Life Sciences,2022,0,False
Indonesia,Physical Sciences and Engineering,2016,0,True
Iran,Physical Sciences and Engineering,2018,0,True
"Moldova, Republic of",Banking and Finance,2021,0,False
"Moldova, Republic of",Industry and Manufacturing,2021,0,False
Panama,Physical Sciences and Engineering,2016,0,True
Tunisia,Business,2020,0,False
Colombia,Transportation,2015,0,True
Bulgaria,Telecommunications,2015,0,True
Bulgaria,Industry and Manufacturing,2017,0,True
Bulgaria,Energy Management,2023,0,False
Chile,Banking and Finance,2021,0,False
Romania,Banking and Finance,2019,0,True
Ukraine,Security,2014,0,True
Ukraine,Business,2017,0,True
Ukraine,Business,2018,0,True
Ukraine,Transportation,2017,0,True
Ukraine,Industry and Manufacturing,2023,0,False
Ukraine,Physical Sciences and Engineering,2018,1,True
Argentina,Security,2019,1,True
Austria,All,2020,15,False
Austria,Banking and Finance,2016,0,True
Belgium,Business,2017,2,True
Brazil,Life Sciences,2016,27,True
Brazil,Energy Management,2017,3,True
Canada,Industry and Manufacturing,2014,6,True
Canada,Industry and Manufacturing,2020,60,False
Canada,Banking and Finance,2014,3,True
Switzerland,Business,2016,1,True
Switzerland,All,2015,3,True
Switzerland,Telecommunications,2015,0,True
China (mainland),All,2018,27616,True
China (mainland),Telecommunications,2022,7078,False
China (mainland),Industry and Manufacturing,2020,2886,False
China (mainland),Life Sciences,2023,6782,False
Colombia,Telecommunications,2021,1,False
Czechia,Transportation,2017,0,True
Germany,Telecommunications,2018,102,True
Germany,Telecommunications,2020,125,False
Germany,Business,2023,9,False
Germany,Life Sciences,2019,93,True
Denmark,Security,2022,0,False
Denmark,Transportation,2014,2,True
Denmark,All,2019,18,True
Spain,Telecommunications,2015,7,True
Finland,Physical Sciences and Engineering,2019,5,True
France,Physical Sciences and Engineering,2017,4,True
