country,field,year,num_patent_granted,complete
Austria,Physical Sciences and Engineering,2017,2,True
Canada,Transportation,2014,10,True
Canada,Security,2018,40,False
Denmark,Business,2015,2,True
Denmark,Telecommunications,2020,9,False
Denmark,Transportation,2021,0,False
Finland,All,2021,11,False
Finland,Life Sciences,2014,0,True
Israel,All,2014,3,True
Israel,Business,2017,3,True
Poland,Life Sciences,2014,2,True
Sweden,Physical Sciences and Engineering,2017,2,True
Sweden,All,2021,9,False
Sweden,Transportation,2018,5,False
Sweden,Transportation,2021,2,False
Sweden,Business,2014,0,True
Sweden,Personal Devices and Computing,2016,4,True
Sweden,Industry and Manufacturing,2019,2,False
Australia,Life Sciences,2015,33,True
Australia,Physical Sciences and Engineering,2018,20,False
Germany,Personal Devices and Computing,2020,139,False
Spain,Transportation,2015,6,True
Spain,Banking and Finance,2018,2,False
Spain,Personal Devices and Computing,2022,5,False
France,Physical Sciences and Engineering,2022,0,False
United Kingdom,Business,2022,4,False
Greece,Physical Sciences and Engineering,2014,0,True
Greece,Banking and Finance,2022,0,False
Japan,Personal Devices and Computing,2019,1126,False
Japan,Industry and Manufacturing,2019,301,False
South Korea,Security,2016,48,True
Netherlands,Life Sciences,2017,3,True
Netherlands,Life Sciences,2018,3,False
Taiwan,Life Sciences,2020,61,False
Taiwan,All,2021,516,False
Taiwan,Personal Devices and Computing,2017,63,True
Taiwan,Energy Management,2020,16,False
Taiwan,Telecommunications,2015,9,True
United States,Life Sciences,2022,108,False
China (mainland),Security,2014,23,True
China (mainland),All,2023,20439,False
China (mainland),Transportation,2019,1741,False
Lithuania,Banking and Finance,2017,1,True
Ukraine,Life Sciences,2016,0,True
Ukraine,Physical Sciences and Engineering,2021,0,False
Serbia,Physical Sciences and Engineering,2018,0,False
Serbia,Banking and Finance,2014,0,True
Serbia,Telecommunications,2014,0,True
Serbia,Security,2017,0,True
Switzerland,All,2021,1,False
Switzerland,Personal Devices and Computing,2018,1,False
Romania,Transportation,2017,0,True
Romania,Transportation,2018,0,False
Philippines,Security,2015,0,True
Peru,Life Sciences,2018,1,False
Peru,Physical Sciences and Engineering,2016,1,True
Peru,Physical Sciences and Engineering,2019,0,False
Slovenia,Banking and Finance,2018,0,False
Slovenia,Transportation,2018,0,False
Slovenia,Physical Sciences and Engineering,2022,0,False
Slovenia,Security,2018,0,False
Hong Kong,Security,2016,0,True
Norway,Personal Devices and Computing,2019,3,False
Luxembourg,Industry and Manufacturing,2018,0,False
Luxembourg,Telecommunications,2018,1,False
Belgium,Banking and Finance,2018,0,False
Ireland,Business,2022,0,False
Czechia,Personal Devices and Computing,2019,0,False
Argentina,Banking and Finance,2019,0,False
Jordan,Personal Devices and Computing,2021,0,False
Turkey,Energy Management,2017,0,True
Hungary,Transportation,2014,0,True
Hungary,Life Sciences,2016,0,True
Hungary,Telecommunications,2017,3,True
India,Telecommunications,2018,29,False
Italy,Physical Sciences and Engineering,2018,2,False
Italy,Transportation,2016,2,True
Mexico,All,2017,54,True
Mexico,Personal Devices and Computing,2016,19,True
Malaysia,Energy Management,2016,0,True
Malaysia,Security,2018,1,False
Malaysia,Banking and Finance,2016,0,True
New Zealand,Energy Management,2015,1,True
Russia,Banking and Finance,2016,2,True
Russia,All,2017,173,True
Russia,Transportation,2017,18,True
Russia,Industry and Manufacturing,2015,2,True
Russia,Life Sciences,2020,22,False
Singapore,Transportation,2015,1,True
Singapore,Industry and Manufacturing,2017,3,True
Austria,Telecommunications,2014,0,True
Austria,Telecommunications,2016,2,True
Canada,Business,2016,59,True
Canada,Business,2017,38,True
Canada,Telecommunications,2014,15,True
Canada,Telecommunications,2021,32,False
Canada,Personal Devices and Computing,2020,143,False
Canada,Security,2019,24,False
Denmark,Energy Management,2021,0,False
Denmark,Physical Sciences and Engineering,2016,1,True
Denmark,Physical Sciences and Engineering,2018,1,False
Finland,Physical Sciences and Engineering,2015,0,True
Poland,All,2018,17,False
Poland,Security,2014,0,True
Poland,Transportation,2020,0,False
Australia,Life Sciences,2023,0,False
Germany,Security,2020,15,False
Germany,Personal Devices and Computing,2021,49,False
Germany,Transportation,2020,73,False
Spain,Energy Management,2023,1,False
Spain,All,2019,61,False
Spain,Personal Devices and Computing,2014,9,True
France,Energy Management,2022,1,False
France,Personal Devices and Computing,2014,11,True
United Kingdom,Life Sciences,2015,7,True
United Kingdom,Life Sciences,2019,28,False
United Kingdom,Energy Management,2021,4,False
United Kingdom,Banking and Finance,2023,0,False
Japan,Personal Devices and Computing,2015,227,True
South Korea,Banking and Finance,2016,25,True
South Korea,Energy Management,2022,98,False
South Korea,Security,2018,179,False
South Korea,Personal Devices and Computing,2017,692,True
Netherlands,Life Sciences,2020,4,False
Taiwan,Life Sciences,2019,46,False
United States,Energy Management,2023,3,False
United States,All,2020,10109,False
China (mainland),Security,2016,114,True
China (mainland),Security,2022,819,False
China (mainland),Industry and Manufacturing,2015,71,True
China (mainland),Energy Management,2020,1790,False
China (mainland),Physical Sciences and Engineering,2015,44,True
Lithuania,Banking and Finance,2019,0,False
Ukraine,All,2014,22,True
Ukraine,Life Sciences,2023,0,False
Ukraine,Banking and Finance,2014,0,True
Serbia,Banking and Finance,2015,1,True
South Africa,Physical Sciences and Engineering,2022,0,False
South Africa,Security,2018,0,False
Switzerland,Life Sciences,2016,2,True
Switzerland,Transportation,2014,1,True
Romania,All,2015,3,True
Romania,Transportation,2016,0,True
Romania,Transportation,2019,0,False
Philippines,Security,2018,0,False
Philippines,Telecommunications,2016,0,True
Peru,Business,2020,2,False
Slovenia,Energy Management,2016,0,True
Bulgaria,Banking and Finance,2023,0,False
Bulgaria,Security,2018,0,False
Chile,Business,2015,0,True
Hong Kong,Transportation,2018,0,False
Norway,Personal Devices and Computing,2017,0,True
Luxembourg,Industry and Manufacturing,2021,3,False
Belgium,Banking and Finance,2017,0,True
Belgium,Industry and Manufacturing,2021,2,False
Argentina,Banking and Finance,2022,0,False
Argentina,Security,2017,0,True
Jordan,Business,2021,0,False
Turkey,Energy Management,2014,0,True
Turkey,Banking and Finance,2016,1,True
Turkey,Banking and Finance,2017,0,True
Morocco,Personal Devices and Computing,2016,1,True
Brazil,Personal Devices and Computing,2015,18,True
Hungary,Energy Management,2017,0,True
Hungary,Physical Sciences and Engineering,2017,1,True
India,Transportation,2019,0,False
Italy,Life Sciences,2014,0,True
Mexico,Personal Devices and Computing,2018,31,False
Malaysia,Personal Devices and Computing,2021,1,False
Malaysia,Banking and Finance,2020,1,False
Malaysia,Life Sciences,2020,0,False
New Zealand,Energy Management,2021,0,False
Singapore,Industry and Manufacturing,2018,7,False
Austria,Personal Devices and Computing,2014,0,True
Austria,Personal Devices and Computing,2015,0,True
Austria,Business,2019,0,False
Austria,Industry and Manufacturing,2022,0,False
Austria,Physical Sciences and Engineering,2015,0,True
Canada,Transportation,2020,24,False
Canada,Telecommunications,2022,0,False
Denmark,All,2019,18,False
Denmark,Personal Devices and Computing,2017,7,True
Finland,Personal Devices and Computing,2014,0,True
Finland,Transportation,2015,0,True
Finland,Transportation,2020,0,False
Finland,Industry and Manufacturing,2014,0,True
Finland,Business,2018,1,False
Israel,Industry and Manufacturing,2020,1,False
Israel,All,2016,3,True
Israel,Personal Devices and Computing,2021,2,False
Portugal,Industry and Manufacturing,2018,1,False
Portugal,Life Sciences,2016,1,True
Sweden,Transportation,2017,5,True
Sweden,Banking and Finance,2018,1,False
Sweden,Energy Management,2020,3,False
Australia,Telecommunications,2023,0,False
Germany,Life Sciences,2019,68,False
Spain,Telecommunications,2020,5,False
France,Physical Sciences and Engineering,2021,2,False
France,Industry and Manufacturing,2014,1,True
France,Life Sciences,2017,18,True
France,Personal Devices and Computing,2018,68,False
United Kingdom,Life Sciences,2020,25,False
United Kingdom,Telecommunications,2018,51,False
United Kingdom,Personal Devices and Computing,2014,20,True
Greece,Security,2017,0,True
Greece,Banking and Finance,2019,0,False
Greece,Life Sciences,2016,0,True
Japan,Energy Management,2020,89,False
Japan,Life Sciences,2018,461,False
South Korea,Business,2018,416,False
South Korea,Business,2021,709,False
South Korea,Security,2017,112,True
Taiwan,Personal Devices and Computing,2023,0,False
Taiwan,Energy Management,2015,2,True
United States,Industry and Manufacturing,2015,95,True
China (mainland),Security,2021,1362,False
China (mainland),All,2017,8531,True
China (mainland),All,2021,42759,False
China (mainland),Transportation,2024,48,False
China (mainland),Physical Sciences and Engineering,2023,1013,False
Lithuania,Banking and Finance,2015,1,True
Ukraine,Transportation,2019,0,False
Serbia,Personal Devices and Computing,2014,0,True
South Africa,Telecommunications,2016,0,True
South Africa,Telecommunications,2021,0,False
South Africa,All,2022,70,False
Romania,Energy Management,2015,1,True
Romania,Security,2022,0,False
Romania,Banking and Finance,2017,0,True
Philippines,Life Sciences,2016,0,True
Slovenia,Security,2016,0,True
Chile,Security,2018,0,False
Chile,Life Sciences,2015,0,True
Colombia,Industry and Manufacturing,2015,1,True
Slovakia,Transportation,2021,0,False
Hong Kong,Physical Sciences and Engineering,2017,0,True
Norway,Physical Sciences and Engineering,2022,0,False
Norway,Transportation,2018,1,False
Luxembourg,Energy Management,2022,2,False
Luxembourg,Banking and Finance,2020,0,False
Belgium,Physical Sciences and Engineering,2016,1,True
Belgium,Personal Devices and Computing,2020,1,False
Ireland,Energy Management,2022,0,False
Ireland,Industry and Manufacturing,2018,0,False
Czechia,Business,2022,0,False
Argentina,Industry and Manufacturing,2020,0,False
Argentina,Physical Sciences and Engineering,2017,1,True
Morocco,Telecommunications,2017,0,True
Brazil,Business,2018,16,False
India,Transportation,2016,4,True
Italy,All,2015,4,True
Italy,Energy Management,2017,1,True
Italy,Energy Management,2019,4,False
Italy,Banking and Finance,2019,3,False
Italy,Business,2014,0,True
Mexico,Energy Management,2017,2,True
Mexico,Telecommunications,2021,5,False
Mexico,Business,2017,8,True
Malaysia,Energy Management,2021,0,False
New Zealand,Telecommunications,2019,2,False
Russia,Business,2018,11,False
Russia,Transportation,2020,12,False
Russia,Telecommunications,2021,5,False
Russia,Energy Management,2018,1,False
Singapore,Security,2019,7,False
Austria,Security,2016,1,True
Austria,Security,2021,0,False
Austria,Business,2021,1,False
Austria,Industry and Manufacturing,2021,2,False
Austria,Physical Sciences and Engineering,2018,0,False
Canada,Personal Devices and Computing,2022,4,False
Denmark,Security,2016,1,True
Denmark,Life Sciences,2022,2,False
Finland,Transportation,2017,0,True
Finland,Physical Sciences and Engineering,2022,1,False
Finland,All,2022,5,False
Finland,Life Sciences,2018,6,False
Israel,Energy Management,2019,0,False
Poland,Energy Management,2022,0,False
Portugal,All,2017,5,True
Portugal,Industry and Manufacturing,2016,1,True
Sweden,Life Sciences,2018,3,False
Sweden,Telecommunications,2018,4,False
Sweden,Industry and Manufacturing,2022,1,False
Australia,Security,2015,6,True
Australia,Security,2020,47,False
Germany,Security,2022,7,False
Germany,Transportation,2014,29,True
Germany,Business,2021,9,False
Spain,Business,2020,2,False
Spain,Physical Sciences and Engineering,2023,0,False
Spain,Life Sciences,2022,4,False
Spain,Banking and Finance,2016,0,True
Spain,Banking and Finance,2022,0,False
France,Industry and Manufacturing,2023,1,False
France,Transportation,2015,6,True
France,Transportation,2018,30,False
France,All,2022,26,False
United Kingdom,Security,2018,19,False
Greece,Life Sciences,2023,2,False
Japan,Banking and Finance,2022,8,False
Japan,Security,2018,89,False
Japan,Business,2021,88,False
South Korea,Telecommunications,2020,972,False
South Korea,Physical Sciences and Engineering,2021,213,False
South Korea,Business,2017,205,True
South Korea,Transportation,2014,32,True
South Korea,Personal Devices and Computing,2019,1637,False
South Korea,Personal Devices and Computing,2022,413,False
Netherlands,Industry and Manufacturing,2022,2,False
Netherlands,Security,2017,0,True
Netherlands,All,2014,1,True
Taiwan,Physical Sciences and Engineering,2014,0,True
Taiwan,Telecommunications,2016,13,True
United States,Business,2023,20,False
United States,All,2021,5131,False
China (mainland),Business,2019,2196,False
China (mainland),Security,2020,1237,False
China (mainland),Industry and Manufacturing,2021,2309,False
China (mainland),Telecommunications,2016,463,True
China (mainland),Life Sciences,2021,2596,False
China (mainland),Energy Management,2016,257,True
China (mainland),Energy Management,2019,1049,False
Ukraine,Physical Sciences and Engineering,2023,0,False
Serbia,All,2014,1,True
South Africa,Security,2016,1,True
South Africa,Business,2020,1,False
South Africa,Energy Management,2021,0,False
South Africa,Telecommunications,2022,0,False
South Africa,Banking and Finance,2017,1,True
Romania,Business,2015,0,True
Philippines,Physical Sciences and Engineering,2017,0,True
Philippines,All,2015,3,True
Peru,Physical Sciences and Engineering,2018,0,False
Slovenia,Transportation,2015,0,True
Slovenia,Security,2022,0,False
Colombia,Banking and Finance,2015,0,True
Indonesia,Transportation,2016,0,True
Norway,Physical Sciences and Engineering,2020,1,False
Norway,Life Sciences,2022,0,False
Norway,Industry and Manufacturing,2021,0,False
Luxembourg,Life Sciences,2021,3,False
Luxembourg,Energy Management,2019,0,False
Luxembourg,All,2018,9,False
Czechia,Business,2018,0,False
Czechia,Energy Management,2023,0,False
Czechia,Industry and Manufacturing,2022,0,False
Estonia,Transportation,2022,0,False
Turkey,Personal Devices and Computing,2019,0,False
Morocco,Industry and Manufacturing,2015,0,True
Morocco,Industry and Manufacturing,2019,0,False
Brazil,Energy Management,2014,3,True
Brazil,Personal Devices and Computing,2020,20,False
India,Business,2016,24,True
India,Physical Sciences and Engineering,2016,1,True
India,Life Sciences,2017,28,True
India,Life Sciences,2019,0,False
Italy,Personal Devices and Computing,2015,2,True
Italy,Physical Sciences and Engineering,2019,3,False
Italy,Physical Sciences and Engineering,2021,2,False
New Zealand,Transportation,2021,1,False
Russia,Physical Sciences and Engineering,2020,18,False
Singapore,Telecommunications,2019,19,False
Singapore,Transportation,2021,1,False
Austria,Personal Devices and Computing,2020,5,False
Austria,Banking and Finance,2015,0,True
Austria,All,2022,4,False
Canada,Business,2022,3,False
Canada,Industry and Manufacturing,2014,4,True
Canada,Banking and Finance,2020,17,False
Canada,Telecommunications,2018,89,False
Finland,Energy Management,2015,0,True
Finland,Energy Management,2018,2,False
Finland,All,2018,20,False
Finland,Banking and Finance,2014,0,True
Israel,Banking and Finance,2015,0,True
Poland,Business,2020,0,False
Poland,Personal Devices and Computing,2017,6,True
Portugal,All,2014,1,True
Portugal,All,2022,1,False
Portugal,Industry and Manufacturing,2019,1,False
Sweden,Banking and Finance,2016,3,True
Australia,Business,2018,53,False
Germany,Transportation,2015,51,True
United Kingdom,Physical Sciences and Engineering,2016,6,True
United Kingdom,Business,2016,24,True
United Kingdom,Security,2015,5,True
Japan,Transportation,2023,1,False
South Korea,Telecommunications,2019,993,False
Netherlands,Transportation,2022,1,False
Netherlands,Personal Devices and Computing,2018,3,False
Taiwan,Physical Sciences and Engineering,2021,4,False
Taiwan,Telecommunications,2014,1,True
United States,Energy Management,2014,67,True
China (mainland),Security,2017,201,True
China (mainland),Telecommunications,2019,2371,False
China (mainland),Life Sciences,2014,103,True
China (mainland),Life Sciences,2015,161,True
China (mainland),Energy Management,2022,1654,False
Lithuania,Security,2020,1,False
Lithuania,Energy Management,2022,0,False
Ukraine,Telecommunications,2019,0,False
Ukraine,Business,2018,0,False
Ukraine,Security,2021,0,False
Ukraine,Physical Sciences and Engineering,2018,1,False
South Africa,Personal Devices and Computing,2022,0,False
Switzerland,Business,2014,2,True
Romania,All,2018,1,False
Philippines,Energy Management,2017,0,True
Philippines,Personal Devices and Computing,2015,1,True
Peru,Security,2016,0,True
Peru,Physical Sciences and Engineering,2022,0,False
Slovenia,Industry and Manufacturing,2022,0,False
Bulgaria,Life Sciences,2018,0,False
Bulgaria,All,2022,2,False
Croatia,Transportation,2019,0,False
Slovakia,Business,2015,0,True
Hong Kong,Personal Devices and Computing,2018,2,False
Norway,All,2019,5,False
Norway,Transportation,2021,0,False
Norway,Personal Devices and Computing,2020,2,False
Norway,Security,2022,0,False
Belgium,Security,2021,1,False
Czechia,Transportation,2022,1,False
Uruguay,Life Sciences,2020,0,False
Iran,Transportation,2018,0,False
Brunei Darussalam,Energy Management,2014,0,True
Turkey,Physical Sciences and Engineering,2019,0,False
Morocco,Physical Sciences and Engineering,2019,0,False
Brazil,Industry and Manufacturing,2021,4,False
Brazil,Business,2016,4,True
Brazil,Telecommunications,2021,4,False
Brazil,All,2014,29,True
Italy,Transportation,2018,4,False
Mexico,Banking and Finance,2016,2,True
Mexico,Banking and Finance,2018,2,False
Mexico,Physical Sciences and Engineering,2018,8,False
Mexico,Life Sciences,2014,5,True
Mexico,Life Sciences,2015,8,True
Mexico,Business,2021,1,False
Malaysia,Physical Sciences and Engineering,2015,0,True
Malaysia,Security,2014,1,True
New Zealand,Personal Devices and Computing,2018,5,False
New Zealand,Industry and Manufacturing,2021,0,False
New Zealand,Security,2014,0,True
New Zealand,Energy Management,2014,0,True
Russia,Personal Devices and Computing,2020,74,False
Russia,Transportation,2014,4,True
Russia,Industry and Manufacturing,2016,3,True
Russia,Energy Management,2015,2,True
Singapore,Security,2015,2,True
Singapore,Energy Management,2017,0,True
Austria,Physical Sciences and Engineering,2021,1,False
Canada,Physical Sciences and Engineering,2015,22,True
Denmark,Security,2017,1,True
Denmark,Transportation,2014,2,True
Finland,Industry and Manufacturing,2020,1,False
Poland,Banking and Finance,2019,0,False
Poland,Physical Sciences and Engineering,2018,0,False
Poland,Physical Sciences and Engineering,2022,0,False
Poland,Life Sciences,2016,5,True
Sweden,Business,2020,1,False
Sweden,Personal Devices and Computing,2019,2,False
Australia,Transportation,2016,18,True
Australia,Security,2023,0,False
Germany,Security,2014,0,True
Germany,Telecommunications,2023,4,False
Germany,Energy Management,2015,4,True
Spain,Business,2017,7,True
Spain,Energy Management,2020,2,False
Spain,Security,2017,1,True
France,Security,2021,6,False
United Kingdom,Industry and Manufacturing,2021,4,False
Greece,Telecommunications,2016,0,True
Greece,All,2022,12,False
Japan,Banking and Finance,2023,0,False
Japan,All,2017,2066,True
South Korea,Industry and Manufacturing,2023,19,False
South Korea,Life Sciences,2018,499,False
South Korea,Life Sciences,2021,771,False
South Korea,Banking and Finance,2014,8,True
South Korea,All,2021,4947,False
South Korea,Security,2019,322,False
Netherlands,Energy Management,2023,0,False
Netherlands,Physical Sciences and Engineering,2017,0,True
Netherlands,Physical Sciences and Engineering,2019,0,False
Taiwan,Business,2022,10,False
United States,Life Sciences,2015,497,True
United States,Life Sciences,2020,976,False
United States,Business,2017,1123,True
China (mainland),Telecommunications,2015,219,True
Ukraine,Personal Devices and Computing,2018,1,False
Ukraine,Security,2022,0,False
Ukraine,Banking and Finance,2019,0,False
South Africa,Personal Devices and Computing,2017,2,True
Switzerland,Energy Management,2018,0,False
Peru,Telecommunications,2022,0,False
Slovenia,Personal Devices and Computing,2016,0,True
Bulgaria,Personal Devices and Computing,2015,0,True
Bulgaria,Energy Management,2022,0,False
Bulgaria,Business,2019,0,False
Bulgaria,All,2019,3,False
Croatia,Telecommunications,2015,0,True
Colombia,Transportation,2015,0,True
Norway,Industry and Manufacturing,2022,0,False
Luxembourg,Telecommunications,2017,0,True
Czechia,Security,2017,0,True
Czechia,Banking and Finance,2018,0,False
Czechia,Business,2023,1,False
Uruguay,Physical Sciences and Engineering,2017,0,True
Turkey,Life Sciences,2019,0,False
Morocco,Business,2015,1,True
Brazil,Energy Management,2017,2,True
Brazil,Energy Management,2021,1,False
Brazil,Life Sciences,2019,31,False
Brazil,Personal Devices and Computing,2017,24,True
Hungary,Personal Devices and Computing,2020,1,False
Hungary,Telecommunications,2019,0,False
Hungary,Industry and Manufacturing,2020,0,False
India,All,2020,2,False
Mexico,Energy Management,2015,0,True
Mexico,Telecommunications,2017,10,True
New Zealand,Banking and Finance,2014,0,True
New Zealand,Physical Sciences and Engineering,2019,1,False
Russia,Personal Devices and Computing,2016,62,True
Russia,Banking and Finance,2021,0,False
Singapore,Physical Sciences and Engineering,2017,4,True
Austria,Telecommunications,2015,1,True
Austria,Life Sciences,2017,3,True
Canada,Transportation,2016,44,True
Canada,Transportation,2019,23,False
Finland,Business,2015,1,True
Israel,Personal Devices and Computing,2014,2,True
Israel,Banking and Finance,2016,0,True
Israel,Energy Management,2021,0,False
Israel,Life Sciences,2017,1,True
Poland,All,2017,13,True
Poland,Energy Management,2015,1,True
Portugal,All,2020,6,False
Sweden,All,2020,14,False
Sweden,Banking and Finance,2014,0,True
Australia,Personal Devices and Computing,2018,175,False
Germany,Telecommunications,2017,57,True
Spain,Security,2019,7,False
France,Security,2023,0,False
United Kingdom,Business,2023,0,False
United Kingdom,Energy Management,2016,1,True
United Kingdom,Personal Devices and Computing,2021,47,False
Greece,Business,2014,0,True
Greece,All,2015,2,True
Japan,Personal Devices and Computing,2016,447,True
Japan,Transportation,2015,136,True
Japan,Transportation,2017,357,True
South Korea,Telecommunications,2014,46,True
South Korea,Energy Management,2015,26,True
South Korea,Transportation,2020,352,False
Netherlands,Industry and Manufacturing,2017,0,True
Netherlands,Security,2015,1,True
Netherlands,All,2018,10,False
Taiwan,Security,2015,0,True
Taiwan,Security,2018,10,False
Taiwan,Physical Sciences and Engineering,2016,2,True
Taiwan,Business,2017,11,True
United States,Life Sciences,2019,1395,False
United States,Energy Management,2020,166,False
United States,Physical Sciences and Engineering,2020,266,False
United States,Banking and Finance,2018,507,False
Lithuania,Energy Management,2017,0,True
Lithuania,Personal Devices and Computing,2014,1,True
Lithuania,Telecommunications,2022,1,False
Lithuania,All,2019,2,False
Ukraine,Transportation,2022,0,False
South Africa,Telecommunications,2020,0,False
Switzerland,Security,2014,0,True
Switzerland,Telecommunications,2020,0,False
Switzerland,Business,2016,1,True
Romania,Business,2021,0,False
Romania,Personal Devices and Computing,2019,0,False
Philippines,Banking and Finance,2020,0,False
Philippines,All,2020,1,False
Peru,Energy Management,2019,0,False
Peru,Telecommunications,2020,3,False
Bulgaria,Telecommunications,2022,0,False
Bulgaria,Physical Sciences and Engineering,2017,0,True
Bulgaria,Physical Sciences and Engineering,2021,0,False
Chile,Life Sciences,2018,0,False
Chile,Transportation,2018,1,False
Slovakia,Security,2015,0,True
Hong Kong,Industry and Manufacturing,2016,0,True
Norway,Business,2019,2,False
Luxembourg,Physical Sciences and Engineering,2020,2,False
Czechia,Transportation,2021,0,False
Czechia,Physical Sciences and Engineering,2021,0,False
Argentina,Energy Management,2018,0,False
Argentina,Industry and Manufacturing,2018,1,False
Uruguay,Industry and Manufacturing,2020,1,False
Cuba,Banking and Finance,2020,0,False
Estonia,Energy Management,2022,0,False
Brunei Darussalam,Transportation,2014,0,True
Turkey,Energy Management,2016,0,True
Morocco,All,2014,2,True
Hungary,Energy Management,2015,0,True
Hungary,Banking and Finance,2015,0,True
Hungary,Industry and Manufacturing,2015,0,True
India,Physical Sciences and Engineering,2021,0,False
Italy,Personal Devices and Computing,2021,4,False
Italy,Banking and Finance,2020,0,False
Italy,Transportation,2015,1,True
Mexico,All,2015,38,True
Mexico,Personal Devices and Computing,2020,19,False
Mexico,Life Sciences,2017,15,True
Mexico,Security,2020,1,False
Malaysia,Energy Management,2020,0,False
New Zealand,Business,2020,0,False
Russia,Personal Devices and Computing,2018,95,False
Singapore,Banking and Finance,2019,16,False
Singapore,Personal Devices and Computing,2014,12,True
Austria,Security,2022,0,False
Canada,All,2014,93,True
Denmark,Security,2021,0,False
Denmark,Personal Devices and Computing,2019,10,False
Finland,Personal Devices and Computing,2018,8,False
Finland,Physical Sciences and Engineering,2020,1,False
Finland,Industry and Manufacturing,2018,2,False
Finland,Banking and Finance,2019,0,False
Israel,Business,2019,1,False
Israel,Life Sciences,2021,0,False
Poland,Life Sciences,2015,3,True
Portugal,Banking and Finance,2016,0,True
Portugal,Physical Sciences and Engineering,2022,0,False
Sweden,Physical Sciences and Engineering,2015,1,True
Sweden,Life Sciences,2015,0,True
Australia,Personal Devices and Computing,2022,6,False
Australia,Industry and Manufacturing,2023,0,False
Australia,All,2020,563,False
Australia,Business,2014,6,True
Australia,Business,2021,94,False
Germany,Transportation,2019,126,False
Spain,Telecommunications,2021,2,False
France,Banking and Finance,2022,0,False
United Kingdom,Physical Sciences and Engineering,2017,18,True
Greece,Personal Devices and Computing,2022,6,False
Greece,Business,2022,3,False
Greece,All,2017,10,True
Greece,Physical Sciences and Engineering,2015,0,True
Japan,Banking and Finance,2015,17,True
Japan,All,2021,1301,False
South Korea,Industry and Manufacturing,2014,19,True
South Korea,Physical Sciences and Engineering,2017,69,True
Netherlands,Industry and Manufacturing,2016,0,True
Netherlands,Industry and Manufacturing,2019,1,False
Netherlands,Business,2016,0,True
Netherlands,Energy Management,2014,0,True
Taiwan,Physical Sciences and Engineering,2023,0,False
Taiwan,Banking and Finance,2022,1,False
United States,Life Sciences,2021,438,False
China (mainland),Transportation,2022,2763,False
Lithuania,Security,2022,0,False
Ukraine,Energy Management,2018,0,False
Ukraine,Life Sciences,2019,0,False
Ukraine,Banking and Finance,2016,0,True
Serbia,Physical Sciences and Engineering,2015,0,True
Serbia,Energy Management,2017,0,True
Serbia,Business,2018,0,False
South Africa,Industry and Manufacturing,2018,0,False
South Africa,All,2014,1,True
Switzerland,All,2014,4,True
Romania,Industry and Manufacturing,2021,0,False
Peru,All,2016,2,True
Peru,Telecommunications,2018,0,False
Bulgaria,Business,2018,0,False
Bulgaria,Business,2020,0,False
Hong Kong,Transportation,2016,2,True
Hong Kong,Industry and Manufacturing,2017,0,True
Norway,Transportation,2019,1,False
Norway,Banking and Finance,2017,1,True
Luxembourg,Life Sciences,2019,0,False
Luxembourg,Energy Management,2017,0,True
Luxembourg,Energy Management,2023,5,False
Belgium,Transportation,2016,0,True
Belgium,All,2020,5,False
Belgium,Personal Devices and Computing,2017,0,True
Belgium,Personal Devices and Computing,2021,0,False
Ireland,Physical Sciences and Engineering,2018,0,False
Czechia,Business,2021,0,False
Czechia,Personal Devices and Computing,2020,1,False
Argentina,Security,2019,0,False
Uruguay,Industry and Manufacturing,2017,1,True
Morocco,Personal Devices and Computing,2014,2,True
Morocco,All,2018,4,False
Morocco,Business,2018,0,False
Brazil,Transportation,2017,16,True
Brazil,Industry and Manufacturing,2019,9,False
Brazil,Security,2021,0,False
Hungary,Life Sciences,2019,1,False
Hungary,All,2018,3,False
India,Physical Sciences and Engineering,2014,0,True
Mexico,Industry and Manufacturing,2019,10,False
Mexico,All,2021,22,False
Mexico,Transportation,2014,3,True
Mexico,Telecommunications,2015,7,True
Malaysia,Energy Management,2018,0,False
New Zealand,Telecommunications,2020,1,False
New Zealand,Business,2018,1,False
Russia,Business,2015,9,True
Russia,All,2016,125,True
Russia,Industry and Manufacturing,2019,6,False
Singapore,Life Sciences,2016,7,True
Singapore,Life Sciences,2019,25,False
Singapore,Industry and Manufacturing,2015,2,True
Austria,Telecommunications,2020,0,False
Canada,All,2016,283,True
Canada,All,2017,346,True
Canada,Transportation,2022,0,False
Canada,Security,2014,5,True
Denmark,Banking and Finance,2022,0,False
Denmark,Industry and Manufacturing,2021,0,False
Denmark,All,2021,3,False
Finland,Banking and Finance,2015,0,True
Israel,Banking and Finance,2018,0,False
Poland,Business,2014,0,True
Poland,Industry and Manufacturing,2017,1,True
Poland,Life Sciences,2021,0,False
Portugal,Transportation,2022,0,False
Portugal,Business,2019,0,False
Sweden,Physical Sciences and Engineering,2016,1,True
Sweden,Energy Management,2021,0,False
Australia,Banking and Finance,2019,35,False
Germany,Physical Sciences and Engineering,2016,7,True
France,Business,2023,0,False
France,Life Sciences,2014,5,True
France,Personal Devices and Computing,2017,37,True
United Kingdom,Physical Sciences and Engineering,2022,3,False
United Kingdom,Security,2014,1,True
United Kingdom,Life Sciences,2018,55,False
United Kingdom,Transportation,2017,32,True
United Kingdom,Industry and Manufacturing,2015,1,True
United Kingdom,Industry and Manufacturing,2023,0,False
United Kingdom,All,2017,197,True
Greece,Personal Devices and Computing,2021,2,False
